,Unnamed: 0,_id,address,ambience_rating,food_rating,rating,rest_name,review,review_length,review_title,rid,service_rating,url
10,10,5501b005ce17c917795f5b84,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"The 16-oz New York Strip was Very good!! A thick cut, but cooked very well throughout the whole piece. What I really liked about this place as well, is that they give you some very nice vegetables and your choice of potato as part of your entree. They don't ""nickel & dime"" you on a side-dish like a lot of steakhouses do. The wait-staff is very professional. A very nice and relaxing atmoshphere, and not loud at all. I will definitely repeat as a customer.",458,Very Nice Restaurant,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=10
11,11,5501b006ce17c917795f5b86,"2100 Van Ness AvenueSan Francisco, CA  94109",3.0,4.0,4.4,Harris',"You might think you are in a Colorado mining town with the decor and warmth of San Francisco's Wayfare Tavern, just on the edge of the financial district. You're not, but you could be. Great atmosphere, vibrant bar scene, lots of choices (there is also a bar upstairs that many do not seem to know about.) Busy place ...make reservations. Food was very good, great drinks, good service. Just a very warm atmosphere; one of those neighborhood gems you will go back to time and again",481,Wonderful Food; Great Vibes,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=12
12,12,5501b006ce17c917795f5b87,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,4.0,4.4,Harris',"The prime rib and meat is always fabulous at Harris'. The oysters [from BC] were outstanding. My only disappointment was the caesar salad that was so overdressed it was inedible - and the dressing was NOT caesar. I should have sent it back, but didn't. Our waiter was delightful and attentive. A special occasion spot - very pricey.",332,"Terrific prime rib, but............",10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=13
13,13,5501b006ce17c917795f5b88,"2100 Van Ness AvenueSan Francisco, CA  94109",3.0,5.0,4.4,Harris',"The Rib Eye and Prime Rib was delicious. The scallop potatoes was delicious as well, but the butter flavor was a bit overwhelming . . . too much butter. It would be great if Harris provided bacon for the baked potato. On the day I went there was a lack of waiters. Overall the experience and food at Harris was wonderful.",321,The Rib Eye and Prime Rib,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=14
14,14,5501b006ce17c917795f5b89,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"Harris' was a super choice we were seated right away in the lounge (per my online request)wonderful music on that side of the restaurant!... Service was prompt but not pushy, from drinks through dessert... Crab Cakes Deeelish/Oysters on the Half werent abundant in size the server made sure we got extra...to die for Peppercorn NY Steak 1st bite I was in Love... My husband had the big Rib Eye equally scrumptious... scalloped potatoes & snowpeas prepared perfectly...the lightest (not as heavy) Creme Brulee... If you love ambiance, great service and a perfect meal consider Harris!... (one small note our salad was overlooked it was fine... our meal was perfect without it)",675,Harris' was a super choice,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=15
15,15,5501b007ce17c917795f5b8c,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,4.0,4.4,Harris',Excellent quality steak but slightly over cooked this last time. Cooked to medium instead of medium rare.,105,We love Harris',10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=16
16,16,5501b007ce17c917795f5b8d,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"I dined alone and chose to eat at the bar to enjoy the live jazz. Pre-dinner cocktail - 10; Dinner - 10; Napa Smith Wheat beer with dinner - 10; Friendly, efficient staff - 10; Atmosphere in the bar area - 10; Overall - DUH!",224,Loved everything about Harris',10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=17
17,17,5501b007ce17c917795f5b8e,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,4.0,4.4,Harris',"When the food is good (which it is most of the time), it will blow your mind away. There was one occasion where the food was pretty mediocre and it was a disappointment because I brought a party of 6 with me. Usually though, when I go with just my girlfriend, the food is great!",278,Terrific Food,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=18
18,18,5501b007ce17c917795f5b8f,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"My husband and I celebrated our wedding anniversary at Harris on Monday and had a wonderful dining experience. The staff was very friendly and the food/beverages were perfection. My husband is a meat and potato's guy and he got the best NY Steak he's ever had at Harris. It's a very traditional menu -- no frou frou food and they execute it perfectly with the freshest ingredients and generous portions. We're definitely coming back again, soon!",445,Best Steakhouse in San Francisco!,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=19
19,19,5501b008ce17c917795f5b90,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',This was a great surprise! It was delicious place for dinner. Service was excellant. Would definitely return and recommend. A must.,131,This was a great surprise!,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=20
20,20,5501b008ce17c917795f5b91,"2100 Van Ness AvenueSan Francisco, CA  94109",2.0,3.0,4.4,Harris',"I do think Harris' is over-hyped. They mean well, I'm sure, but I've experienced better service elsewhere. Much better service, might I add.",140,I do think Harris' is over-hyped.,10,2.0,http://www.opentable.com/harris?rid=10&tab=2&page=21
21,21,5501b008ce17c917795f5b92,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"Great place for a special date. They accommodate to you and if you don't like what you order, they will bring it back without charge. Fine dining at it's best.",159,Accomodates to YOU.,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=22
22,22,5501b008ce17c917795f5b93,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,5.0,4.4,Harris',"Service was attentive until it came time to get the check which took a little longer than expected. Food was delivered promptly. Portions were good and food temperature was appropriate. My guests and I each had a steak medium-rare. They were cooked perfectly and the quality of the cuts was excellent. The wine list is extensive with a good range of mid-priced to high-priced options. Tables and booths are large and are well-spaced which makes dinner conversation easy. Overall, a top-shelf steakhouse.",503,Service was attentive until,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=23
23,23,5501b008ce17c917795f5b94,"2100 Van Ness AvenueSan Francisco, CA  94109",2.0,2.0,4.4,Harris',"I don't usually write reviews, and I should probably do more. Unless something wows me, or disappoints me, it all falls in the realm of acceptable. Everything is relative of course, but based on what I was paying for this meal, I expected a lot more. I've had better steaks from non steak places. My rib eye and my date's filet were both ordered medium rare. The edge was pretty much well-done on the filet and medium at best on my rib eye. I inquired and was told that it's measured at the very center but by the time I got to the middle, I wasn't in much of a mood to cause any drama. Mine was medium, and my date's was medium to medium well, with barely any pink. Needless to say, I would have expected more from a steakhouse.",729,Poor execution,10,3.0,http://www.opentable.com/harris?rid=10&tab=2&page=24
24,24,5501b009ce17c917795f5b95,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,5.0,4.4,Harris',"The service was great and all the food was decadent and luscious. Our server overheard me mention it was my friend's birthday and brought over a special dessert with a candle without being asked. It was lovely, thank you.",221,The service was great and,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=25
25,25,5501b009ce17c917795f5b96,"2100 Van Ness AvenueSan Francisco, CA  94109",1.0,4.0,4.4,Harris',What can I say. Food is good but service is better at Denny's. For an upscale steak house was quite surprised with the poor service. Our waiter stood talking to a guest at the bar and ignored our requests. Not once did the waiter make an effort to fill wine glasses. Next time I want want a good steak in San Francisco will try somewhere else,342,What can I say. Food is good,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=26
26,26,5501b009ce17c917795f5b97,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"The best beef in town as far as we're concerned!  Our last experience there was a standout--private dining room to celebrate our wedding.  The pre-arranged menu was enjoyed by all, the service outstanding.  A memorable evening with very memorable food!",252,The best beef in town as far,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=27
27,27,5501b009ce17c917795f5b98,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,3.0,4.4,Harris',"We were looking for a nice steak dinner in San Francisco to celebrate a graduation, which this restaurant supplied. According to the Gayot website, this restaurant, was supposed to have entree prices around $35 and they were more like $45. There were no flowers in the middle of the large round table, making the decor a bit too austere. We were obviously put in the ""large party"" room (we had a party of 5) which was not very intimate and warm. (In their defense, the original reservation was for 6) The veal chop I had was not especially flavorful, but tender. I wish I had gotten the roast beef! The guest of honor enjoyed her steak 'though. Our server was thoughtful, very knowledgeable about everything we asked and attentive.",731,We were looking for a nice,10,2.0,http://www.opentable.com/harris?rid=10&tab=2&page=28
28,28,5501b00ace17c917795f5b99,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"Meat! If you love a good steak, this may be the best place in town. And their prime rib could give the place up the street a run for it's money, too. The bar mixes your cocktail and gives you part of it on ice so you can linger over a martini without it getting warm. I do miss Mrs. Harris seating you, though, rest her soul.",325,MEAT!!!!,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=29
29,29,5501b00ace17c917795f5b9a,"2100 Van Ness AvenueSan Francisco, CA  94109",2.0,4.0,4.4,Harris',"While the food was very good the service was extremely slow and staff was not attentive to our table. We do not mind leisurely dining but had to call the waiter over several time.
We have enjoyed much better service at lesser restaurants.",238,While the food was very good,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=30
30,30,5501b00ace17c917795f5b9b,"2100 Van Ness AvenueSan Francisco, CA  94109",3.0,1.0,4.4,Harris',a premier steak house that overcooks a steak? Came here to celebrate my 30th birthday and was very disappointed. We had to wait 40 minutes from our last appetizers until we received our steaks which obviously were overcooked! WE didnt' bother sending back since we had waited so long and were famished.,302,a premier steak house that,10,2.0,http://www.opentable.com/harris?rid=10&tab=2&page=31
31,31,5501b00ace17c917795f5b9c,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,4.0,4.4,Harris',"The food was excellent steak house fare. The steaks were marvelous. The sides, salads, soup, desserts were great too. The staff was great, very accommodating. Joseph was our waiter and did a great job.",201,The food was excellent steak,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=32
32,32,5501b00ace17c917795f5b9d,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"We celebrated Mom's 95th birthday at Harris'. What a wonderful evening! Our server was excellent....she took a special interest in Mom and noticed that Mom particularly enjoys the cherries in her Old Fashion...her favorite cocktail. Our server came back with extra cherries for her to enjoy. We brought a special birthday cake which was elegantly plated. Our server appeared with that little something extra....a scoop of cherry ice cream for mom. She felt so celebrated! A special memory for all of us! Oh...the food was delicious. Three of us ordered Filet Mignon Rossini with grilled fois de gras and black truffle, cabernet sauce. It was the best filet I have ever had! Mom, had her favorite....Roast Prime Rib with all the trimings!",737,We celebrated Mom's 95th birthday,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=33
33,33,5501b00bce17c917795f5b9e,"2100 Van Ness AvenueSan Francisco, CA  94109",3.0,2.0,4.4,Harris',"We were very disappointed in the food at Harris,
We have visited numerous Steak Houses and we were looking forward to visiting this highly recommended restaurant and we were not happy when we left",196,We were very disappointed,10,3.0,http://www.opentable.com/harris?rid=10&tab=2&page=34
34,34,5501b00bce17c917795f5b9f,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',Great food and the best steak and lobster in the city.,54,Great food and the best steak,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=35
35,35,5501b00bce17c917795f5ba0,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,4.0,4.4,Harris',Harris is a wonderful San Francisco institution that serves up a great steak in a lovely traditional atmosphere. It is expensive so I would reserve it for a special occasion. The desert menu does not quite match the breath of the entree menu so I would opt for having the desert at another location next time.,309,Harris is a wonderful San,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=36
36,36,5501b00bce17c917795f5ba1,"2100 Van Ness AvenueSan Francisco, CA  94109",2.0,3.0,4.4,Harris',Can get very loud. Very expensive. Service could be more attentive.,67,Can get very loud. Very expensive.,10,3.0,http://www.opentable.com/harris?rid=10&tab=2&page=49
37,37,5501b00cce17c917795f5ba2,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"Was great.Delicious steacks,very frendly and kind staff, very effective.I definitily recommend it.",98,"Was great.Delicious steacks,very",10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=37
38,38,5501b00cce17c917795f5ba3,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"Wonderful top notch dining experience. Attentive professional wait staff, high quality food, complete wine list, elegant atmosphere, and valet parking all make Harris' the place to insure a perfect celebration or just a great meal out! Thanks!",243,Wonderful top notch dining,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=38
39,39,5501b00cce17c917795f5ba4,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',Excellent. We had a special birthday party and the staff could not have been more helpful. Our server was on top of everything including giving us a bit of the history of the restaurant. They seated us in the small room with a fireplace which was just perfect. Excellent appetizers (love the smoked salmon and steak tartare). Filets and prime rib were fabulous.,361,Excellent. We had a special,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=39
40,40,5501b00cce17c917795f5ba5,"2100 Van Ness AvenueSan Francisco, CA  94109",2.0,3.0,4.4,Harris',Less and less enthused with Harris'. Live on east coast and have been to Harris' approximately 5 times in last 3 years. Last 2 times were not up to the prior standards. Service was NOT spot on. Rolls were over cooked and had a burned taste. Creme Brulee had been under the flame to long and the carmelized top tasted burnt. I will not be going on my next trip to SFO.,367,Less and less enthused with,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=40
41,41,5501b00cce17c917795f5ba6,"2100 Van Ness AvenueSan Francisco, CA  94109",3.0,4.0,4.4,Harris',"We did not have a good table, right by the door. We have dined here many times and this was the first time we were disappointed by the table and service and food quality was not as good as usual.",195,"We did not have a good table,",10,3.0,http://www.opentable.com/harris?rid=10&tab=2&page=41
42,42,5501b00dce17c917795f5ba7,"2100 Van Ness AvenueSan Francisco, CA  94109",3.0,3.0,4.4,Harris',"I was disappointed by my recent experience at Harris'. I was in San Francisco on business and visited Harris' on a recommendation from a associate. Unfortunately, I would not recommend this place to others. The restaurant was very old and stuffy. There was zero energy in the place, granted it was 7pm on a Wednesday evening. Onion soup was nothing special. The filet mignon I ordered was a decent size, but did not have my flavor. My co-worker ordered her filet medium rare and had to send her meal back twice because it was way over-cooked. Overall, quite a disappointing experience. The waitress was very apologetic and tried her best, but couldn't make up for the lack in food quality. For the prices charged, I was expecting better!",737,I was disappointed by my recent,10,2.0,http://www.opentable.com/harris?rid=10&tab=2&page=42
43,43,5501b00dce17c917795f5ba8,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,5.0,4.4,Harris',Harris' is consistently our favorite steakhouse in SF. I don't think the service is quite as attentive as it used to be (no one wisked the crumbs off our table before dessert) but this is a very minor critique. The steaks can't be beat. I'd much rather eat here than Morton's or Ruth Chris.,290,Harris' is consistently our,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=43
44,44,5501b00dce17c917795f5ba9,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,3.0,4.4,Harris',"Probably the best steak house in San Francisco. Bravo for the Steak Diane. We loved the creamed spinach, too. For clubby atmosphere and a really retro feeling in the bar with an old school pianist, it is an escape from all that is too fast, too noisy, too predictable and too young! This is a hip hideaway for those of us who remember when.

I was disappointed in the cocktails! I ordererd an Old Fashioned and it came in a huge glass with too much ice and water - go back, please, to the original version. And my dining companion's Appletini came with a maraschino cherry instead of a nice slice of green apple. . .

But I will go again. And again, when I want a really good steak.",682,Probably the best steak house,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=44
45,45,5501b00dce17c917795f5baa,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"Fantastic steaks in a classic and classy steakhouse atmosphere. I wouldn't change a thing, though one wonders how many people are prepared to pay $170 for a piece of Japanese beef.",180,Fantastic steaks in a classic,10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=45
46,46,5501b00ece17c917795f5bab,"2100 Van Ness AvenueSan Francisco, CA  94109",5.0,5.0,4.4,Harris',"SO fantastic, Harris' exceeded my expectations. We went there for my boyfriend's birthday, and they treated us as though we were as important as the businessmen sitting at the next table. The food was excellent, and that coupled with the atmosphere and great service made this an evening to remember.",300,"SO fantastic, Harris' exceeded",10,5.0,http://www.opentable.com/harris?rid=10&tab=2&page=46
47,47,5501b00ece17c917795f5bac,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,4.0,4.4,Harris',"The food did meet my expectations. I've eaten at other restaurants, bought filet Mignon at local store and butchers to cook at home only to find the quality disappointing even after paying a hefty price for them. Harris by far had the best cut, no fat or chewy vains to distract form the experience. Simply put the best filet I've had.",335,The food did meet my expectations.,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=47
48,48,5501b00ece17c917795f5bad,"2100 Van Ness AvenueSan Francisco, CA  94109",4.0,5.0,4.4,Harris',"Everything was really lovely! We had a fabulous time taking out our parents for Mother's Day, and they absolutely loved the experience! The steak was to-die-for, and all the accompaniments and apps were super yummy. The meal was quality all around, and the noise level was much more quiet and sane than I expected. It was a treat for our out-of-town guests! Thanks so much!",373,Everything was really lovely!,10,4.0,http://www.opentable.com/harris?rid=10&tab=2&page=48
49,49,5501b019ce17c917795f5be3,"1001 Minnesota StreetSan Francisco, CA  94107",5.0,5.0,4.3,Piccino,"This was one of the best dining experiences I've had in San Francisco. Our server, Maya was knowledgeable and friendly. She picked out great wines for us that paired perfectly with the food. Everything we ate was divine and the crowd was lively but not loud. The ambiance is lovely. I'll go back again! Thanks for a great night!",328,This was one of the best dining experien...,100033,5.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=1
50,50,5501b019ce17c917795f5be4,"1001 Minnesota StreetSan Francisco, CA  94107",1.0,4.0,4.3,Piccino,"We had a reservation and arrived right on time (fairly early in the evening), but the host couldn't manage much of a welcome. He then fumbled through the menus, said nothing, didn't look at us, turned, and and walked away. Apparently, we were to follow him.

Food was delicious, but the timing was off. We were still eating our salads (quickly) and the pizzas were put down. We weren't offered a second glass of wine. Nobody checked how our meal was. We got the message: they wanted us out or simply didn't care.

It was surprising to see these issues in an established restaurant. It wasn't full and nobody was waiting. I would have expected a better host (perhaps he needed a smaller house) and better timing. Terrific food, though.",734,"1st Class Food, But...",100033,3.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=2
51,51,5501b019ce17c917795f5be5,"1001 Minnesota StreetSan Francisco, CA  94107",4.0,4.0,4.3,Piccino,"We enjoyed our experience overall. Loved the pizzas, felt the primi were a bit small for sharing. One member of the party left hungry. Meatballs excellent. Not so keen on the dandelion and bean salad. Nice wines. Fun meal out to celebrate a birthday.",250,We enjoyed our experience overall. Loved...,100033,4.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=3
52,52,5501b019ce17c917795f5be6,"1001 Minnesota StreetSan Francisco, CA  94107",4.0,3.0,4.3,Piccino,"The selection of the food was extremely interesting. Pizzas looked fantastic. We had several dishes which were not your traditional italian courses, all very interesting and deserving a return visit. Wine section was exceptional.",229,Refreshing Interpretation,100033,4.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=4
53,53,5501b01ace17c917795f5be7,"1001 Minnesota StreetSan Francisco, CA  94107",4.0,4.0,4.3,Piccino,"because they are starting to treat me quite nice!
seems like more times than not, get my little corner table with my bff.

everything is good on the menu, but we always get the margerita pizza and zeppole.

yum!",211,am i regular?,100033,5.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=5
54,54,5501b01ace17c917795f5be8,"1001 Minnesota StreetSan Francisco, CA  94107",3.0,3.0,4.3,Piccino,"Everything was done well but nothing stood out as spectacular, and lunch was pricey for what we got. Parking was difficult. It's a nice spot if you're in the neighborhood, but I'm not sure it's worth the drive over the bridge.",226,"Good, but no great.",100033,3.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=6
55,55,5501b01ace17c917795f5be9,"1001 Minnesota StreetSan Francisco, CA  94107",3.0,4.0,4.3,Piccino,"The host was difficult. I was on time for my reservation. I asked if my friend were already seated.the
Host shrugged in a ""I don't know"" sort of way. So I parked my bike and went out to look for her.
Turns out that she was seated already! No mention of it. Grrr!",262,Host was a bit difficult,100033,5.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=7
56,56,5501b01ace17c917795f5bea,"1001 Minnesota StreetSan Francisco, CA  94107",2.0,3.0,4.3,Piccino,"Have always loved this neighborhood gem but a change of chef and staff in the kitchen has resulted in a change in atmosphere. Our last visit did not seem as satisfactory as previous ones. Indifferent staff, some unmemorable dishes and a general unfriendly feel, none of which existed in the past, lessen the charm of this place. Will give it another shot as it is in our neighborhood, and will hope for a better experience in the future.",437,Have always loved this neighborhood,100033,3.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=8
57,57,5501b01ace17c917795f5beb,"1001 Minnesota StreetSan Francisco, CA  94107",5.0,5.0,4.3,Piccino,"I don't repeat many restaurants, but I've been to Cafe Piccino several times with both small and larger parties. Always delightful, the food and the service are excellent.",171,A Favorite!,100033,5.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=9
58,58,5501b01bce17c917795f5bec,"1001 Minnesota StreetSan Francisco, CA  94107",5.0,5.0,4.3,Piccino,Every item was amazingly tasty! Can't wait to return.,53,Every item was amazingly tasty!,100033,4.0,http://www.opentable.com/piccino?rid=100033&tab=2&page=10
59,59,5501b02cce17c917795f5c44,"2240 Polk StreetSan Francisco, CA  94107",2.0,3.0,4.4,Gioia Pizzeria,"Overall a good experience, but the couple marks that it missed were too much to give this spot a high rating.  We ordered the turnips as an appetizer.  Nowhere on the menu or description did it mention that half of the dish was meat, and that the turnips were more of an accompaniment.  This was particularly unfortunate because my guest didnt eat meat.  Also, when we ordered our dinner we also ordered a small pizza to go.  We made the order at that time to ensure it would be ready when we were ready to leave.  When our check came, the pizza to go was not listed, nor was it ready.  The waiter blamed the timing on the new chef, but it seemed to me that the error was likely on his end since it wasnt on the check originally, and also for the fact that the restaurant was only half full at the peak of the evening.  So, we were left waiting for our pizza to go for another ten minutes after paying the check.  Not going to be rushing back",947,Missing the mark,100141,3.0,http://www.opentable.com/gioia-pizzeria?rid=100141&tab=2&page=1
60,60,5501b02cce17c917795f5c45,"2240 Polk StreetSan Francisco, CA  94107",4.0,4.0,4.4,Gioia Pizzeria,Great spot for an informal but unique dining experience. Food was different but very well presented and had great flavor. Would definitely go back as the menu was varied and offered choices for all tastes and restrictions.,222,Easy eating,100141,3.0,http://www.opentable.com/gioia-pizzeria?rid=100141&tab=2&page=2
61,61,5501b02cce17c917795f5c46,"2240 Polk StreetSan Francisco, CA  94107",3.0,5.0,4.4,Gioia Pizzeria,"I have liked Gioia since it opened. They have mastered the thin-crust pizza and the crust is never soggy. They have a new pork belly dish that is to die for. Pork Belly, arugula, cherries, and hazelnuts... what more could you ask for? It's delicious! I miss the original arugula salad they had, but this blew it away. Did I mention Pork Belly?

The chick-pea fritters are also very good and the sausage pizza is always yummy.",425,Pork Belly... Oh Yeah!,100141,4.0,http://www.opentable.com/gioia-pizzeria?rid=100141&tab=2&page=3
62,62,5501b04cce17c917795f5cdf,"59 Columbus AvenueSan Francisco, CA  94133",5.0,5.0,4.7,Caffe Macaroni,"Never need to read the Menu, Mario can read my mind as to what I want.",70,Excellent,100219,5.0,http://www.opentable.com/caffe-macaroni?rid=100219&tab=2&page=1
63,63,5501b04cce17c917795f5ce0,"59 Columbus AvenueSan Francisco, CA  94133",5.0,5.0,4.7,Caffe Macaroni,"As a native San Franciscan, we've known about Caffe Macaroni for decades. This place never fails to deliver service, ambiance and great food.
You have to eat upstairs for a very special treat. The stairs are pretty narrow to get up there, and if you're tall, you will have to duck ;)",283,Ask to eat upstairs,100219,5.0,http://www.opentable.com/caffe-macaroni?rid=100219&tab=2&page=2
